,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
6473,T3,Independent,C1000,Preservation,Co-operative,10000-24999,N,446689,1
6474,T3,Independent,C1000,Preservation,Co-operative,0,N,5000,1
6475,T3,Independent,C1200,Preservation,Co-operative,0,N,5000,1
6476,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6477,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
6478,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6479,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
6480,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6481,T3,Independent,C7210,Preservation,Trust,0,N,5000,1
6482,T5,Independent,C1000,ProductDev,Trust,0,N,5000,1
6483,T19,Independent,C1000,Preservation,Association,0,N,5000,1
6484,T3,Independent,C2100,Preservation,Trust,0,N,5000,0
6485,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
6486,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6487,T3,Independent,C1200,Preservation,Trust,100000-499999,N,985182,1
6488,T3,Independent,C2000,Preservation,Trust,1M-5M,N,8027933,1
6489,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6490,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
6491,T3,Independent,C1000,Preservation,Trust,25000-99999,N,342077,0
6492,T4,Independent,C3000,CommunityServ,Trust,25000-99999,N,7893,1
6493,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6494,T3,Independent,C1000,Preservation,Trust,25000-99999,N,83868,1
6495,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
6496,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6497,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
6498,T6,Independent,C3000,ProductDev,Trust,25000-99999,N,684159,0
6499,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
6500,T3,Independent,C1200,Preservation,Trust,100000-499999,N,40429,1
6501,T10,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6502,T3,Independent,C1000,Preservation,Trust,25000-99999,N,596518,1
6503,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6504,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
6505,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6506,T3,Independent,C1000,Preservation,Trust,100000-499999,N,127908,1
6507,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6508,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6509,T3,CompanySponsored,C7000,Preservation,Association,0,N,5000,0
6510,T6,CompanySponsored,C3000,ProductDev,Trust,0,N,5000,1
6511,T8,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
6512,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6513,T19,Independent,C1000,Preservation,Trust,0,N,5000,1
6514,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
6515,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6516,T3,Independent,C1000,Preservation,Trust,1-9999,N,59100,1
6517,T3,Independent,C1000,Preservation,Trust,25000-99999,N,252937,1
6518,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
6519,T5,Independent,C1000,ProductDev,Trust,0,N,5000,1
6520,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
6521,T3,Independent,C1000,Preservation,Trust,25000-99999,N,61618,0
6522,T3,CompanySponsored,C1200,Preservation,Association,25000-99999,N,54196,0
6523,T6,Independent,C2000,ProductDev,Trust,25000-99999,N,88047,1
6524,T3,Independent,C1000,Preservation,Corporation,0,N,5000,1
6525,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6526,T5,Independent,C1000,ProductDev,Association,25000-99999,N,62925,1
6527,T6,Independent,C2000,ProductDev,Corporation,0,N,5000,1
6528,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6529,T3,Independent,C1200,Preservation,Trust,25000-99999,N,153823,0
6530,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6531,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
6532,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6533,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6534,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
6535,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,57588,0
6536,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
6537,T6,Independent,C2000,ProductDev,Trust,25000-99999,N,402075,1
6538,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6539,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
6540,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6541,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6542,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6543,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6544,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,60860,0
6545,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6546,T3,Independent,C2000,Preservation,Trust,25000-99999,N,16819,1
6547,T3,Independent,C7200,Preservation,Trust,10000-24999,N,5000,1
6548,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6549,T19,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,0
6550,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6551,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6552,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6553,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
6554,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6555,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
6556,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6557,T3,Independent,C1260,Preservation,Association,0,N,5000,1
6558,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
6559,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6560,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6561,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
6562,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
6563,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6564,T3,Independent,C1000,Preservation,Trust,25000-99999,N,123807,0
6565,T3,Independent,C1000,Preservation,Trust,100000-499999,N,509501,0
6566,T3,CompanySponsored,C1700,Preservation,Association,0,N,5000,0
6567,T6,Independent,C1000,ProductDev,Association,0,N,5000,0
6568,T3,Independent,C1000,Preservation,Trust,100000-499999,N,20537,1
6569,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
6570,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
6571,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6572,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6573,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6574,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6575,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6576,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6577,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6578,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6579,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6580,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6581,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6582,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6583,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6584,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6585,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6586,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
6587,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6588,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6589,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6590,T3,Independent,C2000,Preservation,Trust,1M-5M,N,6692638,0
6591,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6592,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6593,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6594,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6595,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,36855,0
6596,T3,CompanySponsored,C1700,Preservation,Association,0,N,5000,0
6597,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,163636,0
6598,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,1
6599,T3,Independent,C1000,Preservation,Trust,100000-499999,N,13098,1
6600,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6601,T3,Independent,C7000,Preservation,Trust,25000-99999,N,149032,1
6602,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6603,T3,Independent,C1000,Preservation,Trust,25000-99999,N,307767,0
6604,T3,Independent,C1000,Preservation,Association,0,N,5000,0
6605,T3,Independent,C1000,Preservation,Trust,100000-499999,N,195224,1
6606,T3,Independent,C2100,Preservation,Trust,0,N,5000,0
6607,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,30158,0
6608,T3,Independent,C1200,Preservation,Trust,100000-499999,N,28627,1
6609,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
6610,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6611,T12,Independent,C1000,ProductDev,Trust,100000-499999,N,153009,1
6612,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
6613,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6614,T3,CompanySponsored,C1700,Preservation,Association,25000-99999,N,5000,0
6615,T3,Independent,C1000,Preservation,Trust,25000-99999,N,47140,1
6616,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6617,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6618,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6619,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6620,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
6621,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6622,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6623,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6624,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6625,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6626,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6627,T3,Independent,C1000,Preservation,Trust,100000-499999,N,120765,1
6628,T3,Independent,C1700,Preservation,Trust,0,N,5000,0
6629,T3,Independent,C1200,Preservation,Association,0,N,5000,1
6630,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
6631,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6632,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6633,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6634,T3,CompanySponsored,C7100,Preservation,Association,0,N,5000,1
6635,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6636,T3,Independent,C2000,Preservation,Trust,25000-99999,N,7057,1
6637,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6638,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6639,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6640,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6641,T3,Independent,C2000,Preservation,Trust,1M-5M,N,1094323,0
6642,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
6643,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6644,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
6645,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,1
6646,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6647,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6648,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
6649,T3,Independent,C1200,Preservation,Trust,100000-499999,N,33269,0
6650,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6651,T3,Independent,C1000,Preservation,Trust,100000-499999,N,29312,1
6652,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
6653,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6654,T3,CompanySponsored,C1700,Preservation,Association,0,N,5000,0
6655,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6656,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6657,T3,Independent,C1000,Preservation,Trust,100000-499999,N,151308,1
6658,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6659,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6660,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6661,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6662,T3,Independent,C1000,Preservation,Trust,25000-99999,N,2122538,0
6663,T3,Independent,C2000,Preservation,Trust,25000-99999,N,33232,0
6664,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
6665,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6666,T3,Independent,C1200,Preservation,Trust,100000-499999,N,596463,1
6667,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6668,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6669,T3,Independent,C1000,Preservation,Trust,100000-499999,N,281714,1
6670,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6671,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6672,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6673,T6,Independent,C2000,ProductDev,Association,25000-99999,N,119950,1
6674,T3,Independent,C1000,Preservation,Association,0,N,5000,1
6675,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
6676,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
6677,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6678,T3,Independent,C7000,Preservation,Trust,100000-499999,N,290292,1
6679,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6680,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6681,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
6682,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6683,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
6684,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6685,T3,Independent,C7000,Preservation,Association,25000-99999,N,41803,1
6686,T3,Independent,C1000,Preservation,Trust,100000-499999,N,19259,1
6687,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,364058,0
6688,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6689,T3,Independent,C1000,Preservation,Trust,100000-499999,N,82694,0
6690,T3,Independent,C1200,Preservation,Trust,100000-499999,N,74469,1
6691,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6692,T3,Independent,C1700,Preservation,Trust,100000-499999,N,13182,1
6693,T3,Independent,C1000,Preservation,Association,0,N,5000,1
6694,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6695,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6696,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
6697,T6,Independent,C1000,ProductDev,Trust,25000-99999,N,41054,1
6698,T3,Independent,C1000,Preservation,Co-operative,0,N,5000,1
6699,T3,Independent,C7000,Preservation,Trust,25000-99999,N,338878,0
6700,T3,Independent,C1000,Preservation,Trust,1-9999,N,5016,1
6701,T5,Independent,C1200,ProductDev,Trust,100000-499999,N,393958,1
6702,T3,Independent,C1000,Heathcare,Trust,0,N,5000,1
6703,T3,Independent,C1200,Preservation,Trust,25000-99999,N,47180,0
6704,T3,CompanySponsored,C7100,Preservation,Association,0,N,5000,1
6705,T3,Independent,C2000,Preservation,Trust,100000-499999,N,141250,0
6706,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6707,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6708,T3,Independent,C7100,Preservation,Trust,0,N,5000,1
6709,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6710,T3,Independent,C1200,Preservation,Trust,100000-499999,N,108346,0
6711,T3,Independent,C1000,Preservation,Trust,25000-99999,N,58374,1
6712,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6713,T3,Independent,C1000,Preservation,Trust,100000-499999,N,623969,1
6714,T3,Independent,C2000,Preservation,Trust,1M-5M,N,1007297,0
6715,T3,Independent,C7000,Preservation,Trust,0,N,5000,0
6716,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
6717,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
6718,T3,Independent,C2000,Preservation,Trust,100000-499999,N,519206,1
6719,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6720,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6721,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6722,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
6723,T3,Independent,C1000,Preservation,Trust,5M-10M,N,1322134,0
6724,T3,Independent,C4000,Preservation,Trust,100000-499999,N,237393,1
6725,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
6726,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6727,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
6728,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6729,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6730,T4,Independent,C3000,ProductDev,Trust,10M-50M,N,1100212,1
6731,T3,Independent,C1000,Preservation,Trust,25000-99999,N,13823,0
6732,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
6733,T3,Independent,C1000,Preservation,Trust,25000-99999,N,28168,1
6734,T3,Independent,C7100,Preservation,Trust,0,N,5000,1
6735,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
6736,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
6737,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6738,T7,Independent,C1000,ProductDev,Trust,0,N,5000,0
6739,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6740,T3,Independent,C4100,Preservation,Trust,0,N,5000,1
6741,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6742,T3,CompanySponsored,C2700,Preservation,Trust,0,N,5000,1
6743,T19,Independent,C1000,ProductDev,Trust,0,N,5000,0
6744,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6745,T3,Independent,C1000,Preservation,Trust,25000-99999,N,34875,1
6746,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6747,T3,Independent,C1000,Preservation,Trust,1-9999,N,17354,1
6748,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6749,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,0
6750,T3,Independent,C1270,Preservation,Trust,100000-499999,N,42145,0
6751,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
6752,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6753,T3,CompanySponsored,C1200,Preservation,Trust,25000-99999,N,36521,0
6754,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
6755,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6756,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6757,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6758,T3,Independent,C1000,Preservation,Trust,100000-499999,N,174511,0
6759,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6760,T3,Independent,C1000,Preservation,Trust,25000-99999,N,17738,1
6761,T5,Independent,C3000,ProductDev,Association,1-9999,N,5000,0
6762,T3,Independent,C2000,Preservation,Trust,25000-99999,N,66072,0
6763,T3,Independent,C1200,Heathcare,Trust,100000-499999,N,32409,1
6764,T3,Independent,C1000,Preservation,Trust,25000-99999,N,19808,1
6765,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,1
6766,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6767,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6768,T3,Independent,C1000,Preservation,Trust,100000-499999,N,25455,1
6769,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6770,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6771,T3,CompanySponsored,C1200,Preservation,Association,100000-499999,N,93685,0
6772,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
6773,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
6774,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
6775,T3,Independent,C2000,Preservation,Association,0,N,5000,0
6776,T3,CompanySponsored,C7000,Preservation,Association,0,N,5000,1
6777,T19,Independent,C1000,Preservation,Trust,1-9999,N,6010,0
6778,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
6779,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6780,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
6781,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
6782,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6783,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6784,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6785,T3,Independent,C1000,Preservation,Trust,100000-499999,N,144237,0
6786,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6787,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
6788,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6789,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
6790,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
6791,T5,CompanySponsored,C1000,ProductDev,Association,25000-99999,N,194164,1
6792,T3,Independent,C2000,Preservation,Trust,1-9999,N,5000,1
6793,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
